id,followers_count,friends_count,listed_count,age,favourites_count,verified,statuses_count,default_profile,default_profile_image,bot
"8,16242626332598E+017",36,147,0,1,1100,0,1762,1,0,1
"8,16718293142741E+017",229,159,2,1,19618,0,9495,1,0,0
"8,19902175619023E+017",2880,466,22,1,89707,0,83714,1,0,0
"8,22108222353982E+017",93,181,0,1,3647,0,4576,1,0,1
"8,22123492216898E+017",132,191,1,1,5396,0,5821,1,0,1
"8,2216213286316E+017",238,412,0,1,1666,0,3521,1,0,1
"8,22202598526624E+017",9,0,1,1,0,0,767,1,0,0
"8,23274532035265E+017",126,164,0,1,2583,0,29977,0,0,0
"8,23299348331135E+017",185,160,3,1,7702,0,44320,0,0,0
"8,24224632467313E+017",46,121,0,1,710,0,609,1,0,1
"8,24903248599355E+017",175,86,0,1,1575,0,4750,1,0,1
"8,2502857976739E+017",88,67,0,1,1073,0,4179,1,0,1
"8,2538036222643E+017",129,77,0,1,1567,0,4566,1,0,1
"8,25395422147523E+017",340,519,2,1,13095,0,23587,1,0,1
"8,25397260032811E+017",157,264,0,1,1190,0,1660,1,0,1
"8,25402582579413E+017",210,224,0,1,5,0,2006,1,0,1
"8,25410712281502E+017",126,134,0,1,996,0,1234,1,0,1
"8,25436422609969E+017",286,564,0,1,2511,0,3915,1,0,1
"8,25460743445287E+017",339,765,0,1,42,0,2762,1,0,1
"8,25675893741847E+017",794,641,8,1,45850,0,13870,0,0,0
"8,25698658695905E+017",301,863,0,1,546,0,3938,1,0,1
"8,25700436766314E+017",321,0,0,1,228,0,2667,1,0,1
"8,25717413689836E+017",220,517,0,1,1681,0,2787,1,0,1
"8,25718832484475E+017",209,346,0,1,1786,0,3594,1,0,1
"8,2573136217915E+017",283,545,0,1,2480,0,3923,1,0,1
"8,25979861659443E+017",385,523,0,1,11807,0,20884,1,0,1
"8,25987115662066E+017",331,545,1,1,12909,0,23667,1,0,1
"8,2600057565755E+017",258,548,0,1,2490,0,3812,1,0,1
"8,26008852567032E+017",273,544,0,1,2288,0,3559,1,0,1
"8,26576741506355E+017",131,84,0,1,9,0,16301,1,0,1
"8,26850430185591E+017",182,415,0,1,478,0,3461,1,0,1
"8,27628152411263E+017",219,63,13,1,10204,0,4517,1,0,1
"8,27909004923802E+017",186,469,0,1,3228,0,3068,1,0,1
"8,30818718703837E+017",157,254,0,1,1181,0,3601,1,0,1
"8,31131341253124E+017",95,55,0,1,915,0,4038,1,0,1
"8,31161868614005E+017",303,673,0,1,12224,0,14335,1,0,1
"8,31165187994575E+017",295,585,0,1,13210,0,15683,1,0,1
"8,31785890552877E+017",75,57,0,1,2081,0,2274,1,0,1
"8,31859384695288E+017",163,196,0,1,23217,0,23574,1,0,1
"8,31862062833877E+017",185,253,0,1,20108,0,20183,1,0,1
"8,3191410450799E+017",84,42,0,1,750,0,3858,1,0,1
"8,31961066313773E+017",189,496,0,1,2155,0,3472,1,0,1
"8,32346968101888E+017",149,304,0,1,2017,0,3019,1,0,1
"8,32998854828114E+017",226,436,0,1,1157,0,4022,1,0,1
"8,34243806899868E+017",72,116,0,1,866,0,3484,1,0,1
"8,3449019295429E+017",21,24,0,1,9,0,299,1,0,1
"8,348890753374E+017",215,340,0,1,122,0,2013,1,0,1
"8,35202996585788E+017",79,64,0,1,546,0,3584,1,0,1
"8,36505264706716E+017",588,244,2,1,18051,0,16043,1,0,0
"8,38435964922053E+017",28,1,0,1,2203,0,2623,1,0,1
"8,3918100344911E+017",7,10,0,1,4111,0,4111,1,0,1
"8,39182595875275E+017",8,10,0,1,4166,0,4170,1,0,1
"8,39185313461305E+017",9,8,0,1,4023,0,4028,1,0,1
"8,39190638264529E+017",5,28,0,1,4119,0,4119,1,0,1
"8,39937500101628E+017",106,305,0,1,2291,0,4489,1,0,1
"8,40552254851678E+017",175,1,4,1,15,0,40035,1,0,1
"8,45712063251055E+017",34,232,0,1,8985,0,7648,1,0,0
"8,50371251277353E+017",543,2247,1,1,4001,0,4383,0,0,0
"8,55102334875173E+017",1,2,0,1,2047,0,2038,1,0,1
"8,55136163849482E+017",48,97,0,1,7879,0,3494,1,0,1
"8,56380782847423E+017",473,969,4,1,14496,0,19663,1,0,0
"8,67072457215279E+017",9,50,0,1,1889,0,536,1,0,0
"8,68185435293585E+017",55,104,0,1,155,0,3224,1,0,0
"8,68401085802852E+017",29,34,0,1,9,0,1215,1,0,1
"8,73916630828495E+017",2502,4158,5,1,8833,0,5421,1,0,1
"8,750051291032E+017",221,318,0,1,19043,0,5972,1,0,0
"8,76795381841101E+017",395,184,1,1,14846,0,5743,0,0,1
"8,83056345200636E+017",42,37,0,1,1161,0,901,1,0,0
"8,83611156228825E+017",920,1091,0,1,3310,0,25742,0,0,0
"8,83724976158888E+017",28,34,0,1,4455,0,1458,1,1,1
"8,91652563795181E+017",52,72,0,1,36,0,1995,1,0,0
"8,93832219873206E+017",14,5,0,1,19,0,296,1,0,1
"8,96437116766388E+017",2026,99,34,1,62377,0,45928,1,0,0
"8,97538992345928E+017",88,109,0,1,9120,0,2917,1,0,1
"8,98599853546242E+017",3201,1160,21,1,26538,0,7907,1,0,0
"9,01802279623418E+017",287,346,3,1,6443,0,5545,1,0,0
"9,05405149614625E+017",128,416,0,1,8527,0,15069,1,0,1
"9,08709155137032E+017",2989,1535,12,1,17223,0,13815,1,0,0
"9,10893710308725E+017",130,105,0,1,18789,0,5213,1,0,0
"9,11509904795546E+017",5,13,0,1,123,0,4090,1,0,0
"9,1191483079324E+017",103,94,1,1,9227,0,964,1,0,0
"9,1618727513389E+017",22,30,0,1,197,0,1909,1,0,1
"9,22835518756475E+017",182,175,0,1,21626,0,7898,1,0,0
"9,2326587944976E+017",72,246,0,1,6135,0,1813,1,0,0
"9,23484261885374E+017",297,357,2,1,4172,0,3118,1,0,0
"9,23565203253579E+017",19,38,0,1,2790,0,2039,1,1,1
"9,2634894468642E+017",1312,1094,6,1,76225,0,54465,1,0,0
"9,26532287675732E+017",2,153,0,1,3594,0,3032,1,0,1
"9,3224321027713E+017",40,26,0,1,3300,0,3448,1,0,1
"9,40196016409731E+017",427,1996,0,1,5972,0,4469,1,0,0
"9,42142510360596E+017",83,176,0,1,5266,0,2793,1,0,0
"9,42158304725295E+017",0,100,0,1,26,0,371,1,1,1
"9,45654953003057E+017",759,755,10,1,59465,0,26700,0,0,0
"9,48982405838397E+017",38,9,0,0,2097,0,2983,1,0,1
"9,49059133893853E+017",18,24,0,0,139,0,2520,1,0,1
"9,50483930003771E+017",35,47,0,0,580,0,943,1,0,1
"9,50817898389541E+017",8,149,0,0,2229,0,2219,1,0,1
"9,50821235407163E+017",12,123,0,0,2216,0,2212,1,0,1
"9,50821515364373E+017",2,30,0,0,2198,0,2198,1,1,1
"9,50827317571608E+017",10,261,0,0,2221,0,2201,1,0,1
"9,50833130948178E+017",9,235,0,0,2090,0,2085,1,0,1
"9,50998000742142E+017",354,764,1,0,6152,0,1244,1,0,0
"9,5124198085983E+017",81,243,0,0,568,0,4337,1,0,0
"9,59255458774122E+017",109,0,3,0,1198,0,4312,1,0,0
"9,61661021017518E+017",32,69,0,0,2743,0,2450,1,0,1
"9,63118390876492E+017",470,483,1,0,5878,0,15710,1,0,1
"9,63823970507215E+017",14,117,0,0,1124,0,537,1,0,1
"9,65638639345656E+017",426,488,0,0,6770,0,4812,1,0,0
"9,69646849228526E+017",6,16,0,0,4029,0,423,1,0,1
"9,7058317434984E+017",62,379,0,0,3782,0,959,1,0,0
"9,71039774726378E+017",26,48,0,0,15244,0,2175,1,0,0
"9,71374169781883E+017",46,26,0,0,1206,0,4089,1,0,0
"9,72313916578714E+017",14,15,0,0,1403,0,1526,1,0,1
"9,72790109325099E+017",162,253,1,0,4100,0,2641,1,0,0
"9,74977242165055E+017",378,316,0,0,18557,0,19235,1,0,0
"9,74977485183037E+017",31,152,0,0,186,0,1037,1,0,1
"9,7498032072124E+017",42,0,0,0,0,0,1129,1,0,1
"9,74981520984347E+017",41,168,0,0,186,0,1162,1,0,1
"9,7570378347595E+017",38,98,0,0,265,0,346,0,0,1
"9,7767427693652E+017",30,55,0,0,2,0,5263,1,0,1
"9,77928174582616E+017",203,53,0,0,37285,0,9789,1,0,0
"9,78697024722829E+017",360,598,0,0,32910,0,7199,1,0,0
"9,78899289861755E+017",908,685,1,0,22759,0,12680,1,0,0
"9,79117618295656E+017",57,1118,0,0,2055,0,1114,1,0,1
"9,79300010843169E+017",12,68,0,0,32,0,835,1,0,1
"9,79754063935E+017",119,166,0,0,2349,0,887,1,0,0
"9,79783776489353E+017",844,873,7,0,8858,0,6866,1,0,0
"9,80211187475415E+017",31,36,0,0,6,0,4376,1,0,1
"9,81636477292565E+017",17,122,0,0,312,0,491,1,0,1
"9,86192376241771E+017",193,455,0,0,7177,0,1472,1,0,0
"9,87694134529053E+017",11,14,0,0,4,0,1496,1,0,1
"9,89116382611755E+017",8,8,0,0,199,0,313,1,0,0
"9,8918867445264E+017",736,879,2,0,1241,0,2171,1,0,0
"9,89748219776127E+017",262,235,0,0,3700,0,3750,1,0,0
"9,9032441284189E+017",41,688,0,0,1360,0,2181,1,0,1
"9,92839373405094E+017",73,130,0,0,243,0,4972,1,0,1
"9,93286910650016E+017",131,51,0,0,588,0,16907,1,0,0
"9,94684151046525E+017",152,133,1,0,3119,0,5101,1,0,0
"9,95292937662665E+017",16,32,0,0,533,0,648,1,0,0
"9,96455315796263E+017",22,19,0,0,33199,0,2167,1,1,1
"9,99977095106367E+017",63,92,0,0,1207,0,893,1,0,0
"1,00002943823345E+018",11,39,0,0,507,0,475,1,0,0
"1,00035112838987E+018",169,229,0,0,4504,0,3561,1,0,0
"1,00042487419469E+018",33,137,0,0,1178,0,924,1,0,0
"1,00046368494524E+018",241,232,0,0,4731,0,6496,1,0,0
"1,00187362750623E+018",19,52,0,0,37,0,1469,1,0,0
"1,00269109582906E+018",6037,5330,1,0,4656,0,5296,1,0,1
"1,00316046454351E+018",27,55,0,0,1147,0,2965,1,0,0
"1,00405057049426E+018",200,196,0,0,11378,0,8947,1,0,0
"1,00442302602752E+018",367,942,4,0,24171,0,5634,0,0,0
"1,00510389855676E+018",303,63,21,0,90,0,34260,1,0,0
"1,00514632752371E+018",236,596,0,0,810,0,3172,1,0,0
"1,00556888609855E+018",441,1239,0,0,1454,0,2688,1,0,0
"1,006252077537E+018",257,652,0,0,17727,0,9579,1,0,0
"1,00693849881181E+018",197,191,0,0,4215,0,1968,1,0,0
"1,00790274377479E+018",41,266,0,0,1814,0,1152,0,0,0
"1,00971923861615E+018",21,93,0,0,142,0,538,1,0,1
"1,00985948121434E+018",15,36,0,0,1309,0,1351,1,0,0
"1,01060569560196E+018",8,2,0,0,33,0,6192,1,0,1
"1,0106102477891E+018",236,456,0,0,29,0,3560,1,0,1
"1,01088240032543E+018",19,40,0,0,71,0,805,1,0,0
"1,01096862086697E+018",13,5,0,0,46,0,2525,1,0,1
"1,01097832456964E+018",9,26,0,0,140,0,2581,1,0,1
"1,01118910592378E+018",62,42,0,0,61,0,11204,1,1,1
"1,01123857539917E+018",16,19,0,0,28,0,838,1,0,0
"1,01133485796693E+018",30,7,0,0,209,0,4469,1,0,0
"1,01163235541984E+018",19,6,0,0,26,0,1495,1,0,1
"1,01171696349891E+018",353,996,0,0,38774,0,2882,1,0,0
"1,01172327305755E+018",0,2,0,0,9,0,1455,1,1,0
"1,01191364154801E+018",65,68,0,0,964,0,1242,1,0,0
"1,01192311061712E+018",74,100,0,0,58,0,655,1,0,0
"1,01193692412533E+018",31,92,0,0,26,0,434,1,0,1
"1,01194033338984E+018",4,0,0,0,0,0,297,1,1,1
"1,01195281167483E+018",68,69,0,0,901,0,5078,1,0,1
"1,0119563125808E+018",26,60,0,0,21,0,4429,1,1,1
"1,01197526791558E+018",23,82,0,0,1,0,903,1,0,1
"1,0119873665826E+018",15,42,0,0,168,0,352,1,1,1
"1,01199529962206E+018",14,55,0,0,6,0,418,1,0,0
"1,01204988794746E+018",2,1,0,0,15,0,1641,1,0,1
"1,0120635186597E+018",24,23,0,0,6,0,332,1,0,0
"1,01207014271977E+018",20,3,0,0,0,0,824,1,0,1
"1,01208578604345E+018",3,5,0,0,9,0,159,1,1,0
"1,01208931279451E+018",25,52,0,0,123,0,1326,1,0,0
"1,01211015555357E+018",12,14,0,0,12,0,454,1,0,1
"1,01213207107311E+018",63,88,0,0,310,0,3138,1,0,1
"1,01213818757618E+018",119,117,0,0,100,0,5555,1,0,0
"1,01214784849687E+018",7,12,0,0,77,0,1904,1,1,1
"1,01225826577272E+018",15,24,0,0,52,0,496,1,0,1
"1,01229439652671E+018",19,16,0,0,13,0,98,1,0,0
"1,01230256266041E+018",16,9,0,0,3,0,465,1,0,1
"1,01233242329048E+018",76,26,0,0,1392,0,1229,1,0,0
"1,01244778050433E+018",378,1176,1,0,1462,0,2282,1,0,0
"1,01260763702698E+018",7,10,0,0,346,0,575,1,0,1
"1,01311835792578E+018",31,21,0,0,2589,0,2610,1,0,0
3526,22667,880,969,0,509,0,6306,0,0,0
3840,283215,852,13208,0,54595,1,81749,0,0,0
11489,278002,2831,21481,0,19491,1,29298,0,0,0
12925,139867,1027,2042,0,6711,1,10958,0,0,0
78453,346848,2306,5430,0,2419,1,16244,0,0,0
657863,1737956,664,28572,0,2366,1,11089,0,0,0
740983,130170,986,8281,0,1860,1,55222,0,0,0
749963,533146,454,4398,0,111,1,9671,0,0,0
765548,87459,1403,4796,0,8060,1,16281,0,0,0
774968,2370,1394,106,0,13440,0,8528,0,0,0
807095,34363304,909,187570,0,14320,1,269878,0,0,0
809760,796718,284,13670,0,2666,1,17149,0,0,0
813286,85681083,630949,222411,0,10,1,15439,0,0,0
816653,8530951,890,108650,0,1860,1,151681,0,0,0
816952,4126,4721,372,0,1959,0,8386,0,0,0
939091,1711038,14,9505,0,0,1,1209,0,0,0
972651,8476840,2836,129832,0,631,1,227103,0,0,0
1202561,987,244,90,0,2090,0,13859,0,0,0
1501471,89537,7950,6038,0,10897,1,55289,0,0,0
2384071,1983513,1675,28504,0,2658,1,40938,0,0,0
2400631,12036,1277,677,0,41387,1,40779,0,0,0
2425231,1655947,0,5482,0,124,0,480858,0,0,1
2803191,4656143,1267,12753,0,2456,1,11252,0,0,0
3004231,16260659,2742,44143,0,2138,1,38435,0,0,0
3013511,292385,963,6076,0,1248,1,16688,0,0,0
3145151,16288,1002,1507,0,5014,0,9108,0,0,0
3393521,237490,314,1321,0,158,1,2230,0,0,0
4230121,47395,1099,3332,0,714021,1,24623,0,0,0
5248441,1874021,884,5766,0,746,1,8228,0,0,0
5336752,80290,5909,2533,0,4660,1,19203,0,0,0
5402612,30220786,3,126490,0,0,1,31444,0,0,0
5500542,96217,541,956,0,3705,1,3591,0,0,0
5520952,11695916,274,45082,0,21313,1,32146,0,0,0
5558312,41748,687,1961,0,73,1,2960,0,0,0
5695942,39454,592,4006,0,848,1,15890,0,0,0
6211972,3334308,374,14708,0,4363,1,8939,0,0,0
6249572,1191689,102,4258,0,361,1,2568,0,0,0
6273552,3706945,69092,14625,0,31627,1,63643,0,0,0
6480682,11003417,0,31469,0,423,1,7628,0,0,0
6708952,784689,5265,10472,0,0,1,42520,0,0,0
7073182,2051,200,105,0,11623,0,22253,0,0,0
7119102,67937,1644,801,0,4875,1,13542,0,0,0
7259302,958913,3664,4424,0,467,1,44581,0,0,0
7517052,264229,1376,4420,0,19928,1,1854,0,0,0
7861312,2944752,555,32524,0,32759,1,30143,0,0,0
8236062,738119,33,13315,1,6,1,1125,0,0,0
8441632,9132,1841,1063,1,590,1,6437,0,0,0
8453452,1496983,255,40709,1,854,1,166435,0,0,0
8605462,779,471,209,1,271,0,278,0,0,0
8622212,53791,931,2600,1,26220,1,120564,0,0,0
8710132,10015,2028,798,1,4530,0,29524,0,0,0
8752222,7324,456,202,1,5109,1,3334,0,0,1
9051482,624991,875,4681,1,8770,1,152754,0,0,0
9624742,3917025,401,19708,1,15,1,47384,0,0,0
9866582,84127,11349,5022,1,27745,1,84045,0,0,0
9917652,350009,139,3673,1,240,1,30346,0,0,0
10162682,4309,2316,296,1,2583,0,5690,0,0,0
10729632,71727,34,778,1,0,0,109163,1,0,1
10798802,1145274,721,11585,1,647,1,89050,0,0,0
11009852,65691,2176,5574,1,29498,1,44708,0,0,0
11133592,530,720,86,1,74,0,774,0,0,0
11347122,1300380,24248,7089,1,4184,1,8536,0,0,0
11348282,22270820,263,87505,1,2329,1,46185,0,0,0
11388132,370920,272,9190,1,30,1,11766,0,0,0
11733372,12865,2019,858,1,3153,1,5622,1,0,0
11825992,4419,1982,327,1,550,0,6764,0,0,0
12045112,25887,2623,411,1,17033,0,14258,0,0,0
13183252,19779,308,29,1,5053,0,7046,0,0,0
13637012,13799,1776,854,1,1312,0,10413,0,0,0
13911852,27013,999,641,1,10516,0,13642,0,0,0
14052388,413,148,37,1,0,0,22,0,0,1
14109613,126771,368,1033,1,887,1,14634,0,0,0
14120922,3654259,1336,1129,1,3557,1,3456,0,0,0
14130366,756810,286,4175,1,430,1,897,0,0,0
14130784,177335,1609,4538,1,4609,1,12818,0,0,0
14142946,198739,9867,2697,1,375,1,3957,0,0,0
14158807,3630,557,122,1,433,0,643,1,0,0
14159148,8576144,1135,37857,1,711,1,54854,0,0,0
14180216,3262,454,15,1,1346,1,1355,0,0,0
14186926,726,85,8,1,2580,0,1013,0,0,0
14216203,2142490,45023,7431,1,26993,1,16826,0,0,0
14230524,65556711,129784,228413,1,1415,1,8278,0,0,0
14260960,2985240,956,10273,1,62,1,13677,0,0,0
14297591,700,568,54,1,3521,0,21746,0,0,0
14338147,13123,301,432,1,2516,1,1845,1,0,0
14361155,2118316,37481,13328,1,5231,1,40701,0,0,0
14377605,1257260,1109,9590,1,0,1,20404,0,0,0
14401698,809524,185,7290,1,250,1,22610,0,0,0
14425825,1569900,81,2516,1,4,1,1153,0,0,0
14444926,770356,356,4943,1,26,1,17854,0,0,0
14453156,829,621,36,1,753,0,9500,0,0,0
14464766,1344610,2006,11357,1,949,1,11970,0,0,0
14515799,467278,5278,12007,1,161887,1,131869,0,0,0
14517000,1591765,1862,2118,1,1655,1,36715,0,0,0
14523801,2005920,30590,12077,1,8,1,6442,0,0,0
14532539,351335,19,1221,1,395,1,25,0,0,0
14538248,4895,444,196,1,1021,1,5022,0,0,0
14573900,4096944,55313,12207,1,7335,1,99230,0,0,0
14664315,17118,385,950,1,4,0,3168,0,0,0
14723619,397,2436,36,1,171,0,569,0,0,0
14790817,3062495,9465,7818,1,2192,1,6851,0,0,0
14817982,803334,9226,4170,1,2529,1,33583,0,0,0
14824849,8381372,203,47130,1,21,1,6834,0,0,0
14872237,22527443,52,39873,1,21,1,55709,0,0,0
14874125,542057,991,3527,1,20281,1,9030,0,0,0
14880616,1437839,334,10299,1,123,1,6637,0,0,0
14939371,19088,700,352,1,1948,1,9310,0,0,0
14939981,3702525,8875,20465,1,135,1,59937,0,0,0
14985676,354,21,37,1,0,1,225,0,0,0
14994465,2887328,113891,10029,1,1817,1,4340,0,0,0
14996950,78913,4643,2765,1,1117,1,12368,0,0,0
15011476,18747,1284,422,1,2148,0,675,1,0,0
15014405,1793645,428911,15982,1,6881,1,155671,0,0,0
15028834,215,462,16,1,812,0,2384,0,0,0
15036026,34960,530,1590,1,882,1,3882,0,0,0
15076390,1617508,326,8249,1,788,1,17816,0,0,0
15146415,712,623,38,1,1423,0,38905,0,0,1
15155074,3437812,770,18478,1,775,1,5211,0,0,0
15182141,2908,1179,105,1,5451,1,16556,0,0,0
15187837,1738,255,21,1,1880,0,2120,1,0,0
15224867,9192152,241,54812,1,11,1,18144,0,0,0
15274662,186,858,10,1,145,0,307,0,0,0
15295503,30615,6849,1896,1,12274,0,67431,0,0,0
15340816,130177,380,3206,1,733,1,3466,0,0,0
15425787,8741,343,102,1,9665,0,21046,0,0,0
15439395,12464997,50549,57800,1,144,1,22034,0,0,0
15476570,5390,58,147,1,145,1,2222,0,0,0
15485441,45044433,7451,68157,1,24,1,9606,0,0,0
15506669,193168,0,2524,1,0,1,96,1,0,0
15581825,3501,2560,275,1,7,1,1258,0,0,0
15649433,549861,502,7891,1,899,1,10992,0,0,0
15661871,1336587,512,23711,1,2208,1,17125,0,0,0
15666380,2936656,779,22532,1,1188,1,37440,0,0,0
15732859,392,638,22,2,110,0,4530,1,0,0
15762276,3221,868,273,2,26430,0,17725,0,0,0
15781713,7519,7,282,2,93,0,11363,0,0,0
15808765,2671727,92031,14909,2,100,1,58530,0,0,0
15835864,879,2238,31,2,153,0,2171,1,0,0
15846407,66063403,36152,106150,2,406,1,13869,0,0,0
15923974,363,345,3,2,620,0,3361,0,0,0
15998961,5616,276,270,2,0,0,452,1,0,0
16028241,132562,842,3292,2,4046,1,5000,0,0,0
16117904,45385,158,877,2,13431,1,11153,0,0,0
16125042,2617549,663,10813,2,478,1,3830,0,0,0
16143507,687819,289,5197,2,4662,1,16654,0,0,0
16164520,1026238,223642,7199,2,14499,1,19256,0,0,0
16190898,15770327,546,40094,2,636,1,12438,0,0,0
16193578,10572149,1237,10028,2,2290,1,138227,0,0,0
16228699,1017758,6985,9473,2,12901,1,13786,0,0,0
16264006,5156022,398,15982,2,62,1,17715,0,0,0
16278678,5024,1265,395,2,4375,0,31149,0,0,0
16303106,12825837,31,69919,2,41,1,4326,0,0,0
16305330,473692,102847,8507,2,49069,1,28113,0,0,0
16332522,66500,2456,1385,2,223,1,25109,0,0,0
16335288,8244,485,313,2,148,1,1715,0,0,0
16381279,770154,2,7516,2,1,1,2170,0,0,0
16381360,290,816,7,2,685,0,7156,1,0,0
16409683,51314111,392225,123643,2,2358,1,5126,0,0,0
16421977,352,125,26,2,31,0,582,0,0,0
16423109,1120752,8561,9587,2,14350,1,9872,0,0,0
16498230,29978,431,968,2,705,1,10347,0,0,0
16503218,31872,460,990,2,865,1,13838,0,0,0
16523953,55859,598,549,2,92644,1,65098,0,0,0
16548023,8740007,9,9992,2,1127,1,36200,0,0,0
16581604,1811013,415,11324,2,181,1,9472,0,0,0
16674308,57664,97,1468,2,808,1,2675,0,0,0
16685316,1803087,504,10029,2,3,1,5653,0,0,0
16722167,14448,699,479,2,5322,1,6444,0,0,0
16727535,3787784,570,35850,2,629,1,12513,0,0,0
16729297,52199,482,1219,2,25011,1,18263,0,0,0
16824146,1520777,985943,6158,2,509,1,142368,0,0,0
16827333,5167871,55,21599,2,18897,1,118147,0,0,0
16834046,1108807,1662,7220,2,2877,1,27085,0,0,0
16870672,9905,15,356,2,24,0,57,0,0,0
16957618,307889,637,1,2,12561,1,16928,0,0,0
16998020,5917438,1419,26370,2,1365,1,19002,0,0,0
17004618,2017432,1404,23977,2,53,1,29873,0,0,0
17117402,523,958,7,2,474,0,13501,0,0,0
17220934,3057658,32,39970,2,0,1,2054,0,0,0
17241826,11866,4921,675,2,1357,1,45225,0,0,0
17372853,147441,20889,0,2,43,1,7648,0,0,0
17453527,296697,785,4906,2,3887,1,21427,0,0,0
17461978,13453399,679,48833,2,58,1,8652,0,0,0
17483104,903862,8,1159,2,1,0,21057,0,0,0
17503180,1696767,350,16478,2,167,1,1362,1,0,0
17587207,1729739,547,6459,2,9037,1,5308,0,0,0
17602927,171,269,3,2,20,0,8061,1,0,0
17629860,1877332,2190,13448,2,0,1,9362,0,0,0
17681513,4799319,943150,34624,2,107,1,10405,0,0,0
17691236,4159,5001,120,2,15,0,51,1,0,1
17854063,44865,113,481,2,907,1,3460,0,0,0
17890888,88,231,2,2,9,0,184,0,0,0
17919972,83720371,244,122731,2,2103,1,4161,0,0,0
17959736,417924,16771,2135,2,999,1,39013,0,0,0
17977701,25253,152,970,2,1582,1,36172,0,0,0
17984802,876,448,38,2,67,0,9732,0,0,0
17998052,19306,33,428,2,1576,1,1587,0,0,0
18022904,1742701,29,5985,2,940,1,7029,0,0,0
18023868,198799,11115,3013,2,220,1,8140,0,0,0
18036441,493450,509,6483,2,51,1,15252,0,0,0
18091904,13445608,202,42817,2,3983,1,7784,0,0,0
18118234,147994,68994,2569,2,20839,1,100848,0,0,0
18123507,189143,4853,1378,2,207,1,31170,0,0,0
18129412,210,532,1,2,146,0,2275,0,0,0
18133405,1676505,246,5623,2,116,1,15668,0,0,0
18153494,34324,121,965,2,124,0,2503,0,0,0
18175620,113,280,6,2,2600,0,4538,0,0,0
18197506,255,1,28,2,0,0,12821,1,0,1
18198400,259280,28,4366,2,20,1,9517,0,0,0
18217624,272893,3053,6741,2,202,1,4283,0,0,0
18220175,12129428,1844,33576,2,4109,1,37438,0,0,0
18222378,9021504,16,34282,2,11,1,13245,0,0,0
18228898,9005238,781,22356,2,5483,1,10714,0,0,0
18236230,887384,343,5325,2,1032,1,52594,0,0,0
18384521,7011,315,173,2,1820,0,631,0,0,0
18393773,2530820,840,35966,2,2137,1,104891,0,0,0
18395177,2811157,236,9805,2,1676,1,128,0,0,0
18441988,243122,303,2969,2,5,1,2725,0,0,0
18518096,815583,178,4533,2,484,1,2391,0,0,0
18519661,292043,4643,3088,2,9625,1,37195,0,0,0
18580813,2143,661,45,2,3322,0,13160,0,0,0
18658280,181791,2646,1962,2,43,1,3642,0,0,0
18681139,16620010,516,29526,2,687,1,19579,0,0,0
18685286,198296,562,2685,2,5106,1,7014,0,0,0
18720595,780560,4806,9400,2,3856,1,22261,0,0,0
18785430,1474073,40,7304,2,13,1,8601,0,0,0
18791763,682267,142678,14144,2,153,1,8663,0,0,0
18811140,13011,2715,1019,2,73,1,1592,0,0,0
18839785,27878790,1688,20383,2,0,1,14354,0,0,0
18863720,214083,211,3421,2,365,1,3060,0,0,0
18863783,116878,366,2006,2,337,1,1000,0,0,0
18863815,19282828,1508,47922,2,814,1,6416,0,0,0
18887526,2135538,511,12020,2,6,1,6781,1,0,0
18923453,121588,516,432,2,773,1,39840,0,0,0
18943022,11600,1271,253,2,5573,1,5832,0,0,0
18953259,4217692,12820,6511,2,39,1,31195,0,0,0
19058681,17880103,763,75193,2,306,1,9487,0,0,0
19080760,112499,9471,2038,2,1,1,625,0,0,0
19108922,7724,22,186,2,9,0,16682,1,0,1
19238265,61191,1194,1169,2,5313,1,16821,1,0,0
19272244,1030609,4200,5333,2,746,1,18369,0,0,0
19278408,164514,57213,5246,2,2273,0,60041,0,0,0
19330043,5239367,1228,17832,2,1283,1,26529,0,0,0
19386108,10576,91,510,2,731,0,12888,0,0,0
19386403,56633,4299,1150,2,13506,1,13037,0,0,0
19397785,35916070,277,90152,2,147,1,11904,0,0,0
19404587,1872554,524,11285,2,86,1,3890,0,0,0
19516074,96801,310,895,2,23,1,25003,0,0,0
19554706,5280949,321,33246,2,799,1,5183,0,0,0
19555067,4218370,5512,15813,2,655,1,44847,0,0,0
19561116,6013,1996,382,2,56485,0,10759,0,0,0
19566101,258608,719,1640,2,208,1,3353,0,0,0
19575977,2006589,1993,6702,2,429,1,33226,0,0,0
19616327,13393,994,735,2,4163,1,6454,0,0,0
19648044,5273,293,82,2,377,0,6636,0,0,0
19658936,1803900,460,16391,2,421,1,5624,0,0,0
19661294,3664718,35,15921,2,1,1,770,0,0,0
19675870,1475745,2372,8017,2,1616,1,17002,0,0,0
19781974,183414,268,3129,2,1970,1,15148,0,0,0
19800452,10599,2788,123,2,270098,1,6111,0,0,0
19809449,112,155,28,2,392,0,4620,0,0,0
19861423,1599,922,67,2,212,0,11240,0,0,0
19926675,23611,706,1331,2,1345,1,9842,0,0,0
19928398,376564,423,734,2,5306,1,1747,0,0,0
19929362,22490,308,1342,2,43,1,1897,1,0,0
19929890,5654090,1020,10484,2,10588,1,107432,0,0,0
19970359,18,346,0,2,24,0,109,1,0,0
19980906,211616,8617,4071,2,1941,1,2037,0,0,0
20065936,592885,13699,13723,2,3716,1,51157,0,0,1
